32561 5 
0.800000	0.021740	0.000000	0.397959	0.044302	WhiteMale
0.800000	0.000000	0.000000	0.122449	0.048238	WhiteMale
0.533333	0.000000	0.000000	0.397959	0.138113	WhiteMale
0.400000	0.000000	0.000000	0.397959	0.151068	BlackMale
0.800000	0.000000	0.000000	0.397959	0.221488	BlackFemale
0.866667	0.000000	0.000000	0.397959	0.184932	WhiteFemale
0.266667	0.000000	0.000000	0.153061	0.100448	BlackFemale
0.533333	0.000000	0.000000	0.448980	0.134036	WhiteMale
0.866667	0.140841	0.000000	0.500000	0.022749	WhiteFemale
0.800000	0.051781	0.000000	0.397959	0.099947	WhiteMale
0.600000	0.000000	0.000000	0.806122	0.182135	BlackMale
0.800000	0.000000	0.000000	0.397959	0.087619	AsianMale
0.800000	0.000000	0.000000	0.295918	0.074698	WhiteFemale
0.733333	0.000000	0.000000	0.500000	0.130896	BlackMale
0.666667	0.000000	0.000000	0.397959	0.074359	AsianMale
0.200000	0.000000	0.000000	0.448980	0.158380	AmerMale
0.533333	0.000000	0.000000	0.346939	0.111701	WhiteMale
0.533333	0.000000	0.000000	0.397959	0.118539	WhiteMale
0.400000	0.000000	0.000000	0.500000	0.011275	WhiteMale
0.866667	0.000000	0.000000	0.448980	0.190088	WhiteFemale
1.000000	0.000000	0.000000	0.602041	0.123089	WhiteMale
0.533333	0.000000	0.000000	0.193878	0.196860	BlackFemale
0.266667	0.000000	0.000000	0.397959	0.043846	BlackMale
0.400000	0.000000	0.468779	0.397959	0.071143	WhiteMale
0.533333	0.000000	0.000000	0.397959	0.065695	WhiteFemale
0.800000	0.000000	0.000000	0.397959	0.138932	WhiteMale
0.533333	0.000000	0.000000	0.397959	0.105954	WhiteMale
0.600000	0.000000	0.000000	0.602041	0.114048	AsianMale
0.533333	0.000000	0.000000	0.806122	0.241083	WhiteMale
0.533333	0.000000	0.000000	0.397959	0.122982	WhiteMale
0.733333	0.000000	0.000000	0.520408	0.121177	WhiteMale
0.600000	0.000000	0.000000	0.438776	0.172322	BlackMale
0.800000	0.000000	0.323232	0.397959	0.254448	WhiteMale
0.600000	0.000000	0.000000	0.397959	0.032373	WhiteMale
0.600000	0.000000	0.000000	0.142857	0.203221	BlackMale
0.400000	0.000000	0.000000	0.397959	0.156288	WhiteMale
0.600000	0.000000	0.000000	0.397959	0.125586	WhiteMale
0.533333	0.000000	0.000000	0.244898	0.361178	WhiteFemale
0.600000	0.000000	0.000000	0.377551	0.048810	WhiteMale
0.733333	0.000000	0.000000	0.397959	0.171956	WhiteMale
0.266667	0.000000	0.000000	0.428571	0.336582	WhiteMale
0.800000	0.000000	0.000000	0.397959	0.051766	WhiteMale
0.800000	0.000000	0.000000	0.500000	0.109141	WhiteMale
0.533333	0.000000	0.000000	0.397959	0.055930	WhiteFemale
0.533333	0.000000	0.000000	0.346939	0.188598	WhiteMale
0.800000	0.000000	0.000000	0.397959	0.221139	BlackMale
0.533333	0.000000	0.000000	0.377551	0.089700	WhiteMale
0.866667	0.000000	0.000000	0.397959	0.078829	WhiteFemale
0.666667	0.000000	0.000000	0.397959	0.060661	WhiteMale
0.666667	0.000000	0.000000	0.428571	0.176024	WhiteMale
0.600000	0.000000	0.000000	0.397959	0.013576	OtherFemale
0.533333	0.000000	0.000000	0.295918	0.145795	WhiteFemale
0.933333	0.000000	0.436639	0.602041	0.026861	WhiteFemale
0.800000	0.000000	0.000000	0.551020	0.162522	WhiteMale
0.533333	0.000000	0.000000	0.602041	0.066249	WhiteMale
0.600000	0.000000	0.000000	0.397959	0.153291	WhiteMale
0.133333	0.000000	0.000000	0.397959	0.138806	WhiteMale
0.666667	0.000000	0.000000	0.397959	0.029928	WhiteMale
0.533333	0.000000	0.000000	0.479592	0.091745	WhiteMale
0.533333	0.050131	0.000000	0.397959	0.119437	WhiteMale
0.800000	0.024070	0.000000	0.397959	0.032064	WhiteMale
0.200000	0.000000	0.000000	0.397959	0.191284	WhiteMale
0.533333	0.000000	0.000000	0.397959	0.093285	WhiteMale
1.000000	0.000000	0.000000	0.448980	0.070868	WhiteMale
0.600000	0.000000	0.000000	0.581633	0.063374	WhiteMale
0.533333	0.000000	0.000000	0.397959	0.097290	WhiteMale
0.600000	0.000000	0.000000	0.397959	0.116061	WhiteFemale
0.533333	0.000000	0.000000	0.397959	0.107008	WhiteFemale
0.600000	0.000000	0.000000	0.500000	0.121838	WhiteMale
0.600000	0.000000	0.000000	0.397959	0.127950	WhiteMale
0.600000	0.000000	0.000000	0.316327	0.060597	WhiteMale
0.800000	0.000000	0.000000	0.397959	0.202177	BlackFemale
