56233 2 
0.500000	0.137931	0
0.437500	0.182759	0
0.531250	0.203448	0
0.531250	0.203448	0
0.640625	0.203448	0
0.234375	0.210345	0
0.328125	0.210345	0
0.343750	0.213793	0
0.531250	0.224138	0
0.359375	0.227586	0
0.390625	0.227586	0
0.531250	0.231034	0
0.671875	0.234483	0
0.671875	0.234483	0
0.671875	0.234483	0
0.671875	0.234483	0
0.484375	0.241379	0
0.625000	0.244827	0
0.171875	0.244828	0
0.093750	0.248276	0
0.281250	0.258621	0
0.468750	0.258621	0
0.343750	0.262069	0
0.312500	0.265517	0
0.500000	0.272413	0
0.500000	0.272414	0
0.640625	0.272414	0
0.562500	0.275862	0
0.312500	0.275862	0
0.328125	0.275862	0
0.406250	0.275862	0
0.406250	0.275862	0
0.531250	0.275862	0
0.546875	0.275862	0
0.218750	0.279310	0
0.390625	0.279310	0
0.546875	0.282759	0
0.484375	0.286207	0
0.640625	0.289655	0
0.390625	0.293103	0
0.468750	0.293103	0
0.640625	0.296552	0
0.453125	0.300000	0
0.453125	0.300000	0
0.171875	0.306897	0
0.375000	0.306897	0
0.421875	0.306897	0
0.390625	0.310345	0
0.328125	0.317241	0
0.328125	0.317241	0
0.203125	0.320689	0
0.375000	0.320690	0
0.531250	0.324137	0
0.203125	0.324138	0
0.421875	0.324138	0
0.531250	0.324138	0
0.578125	0.324138	0
0.640625	0.324138	0
0.453125	0.327586	0
0.171875	0.327586	0
0.171875	0.327586	0
0.531250	0.327586	0
0.562500	0.327586	0
0.562500	0.327586	0
0.328125	0.331034	0
0.359375	0.331034	0
0.375000	0.334482	0
0.500000	0.334483	0
0.531250	0.334483	0
0.312500	0.337931	0
0.343750	0.341379	0
0.390625	0.341379	0
0.500000	0.341379	0
0.593750	0.341379	0
0.453125	0.348276	0
0.484375	0.348276	0
0.484375	0.348276	0
0.640625	0.348276	0
0.781250	0.351724	0
0.546875	0.355172	0
0.312500	0.358621	0
0.500000	0.358621	0
0.500000	0.358621	0
0.421875	0.362069	0
0.437500	0.362069	0
0.453125	0.362069	0
0.593750	0.362069	0
0.625000	0.362069	0
0.625000	0.362069	0
0.625000	0.362069	0
0.390625	0.365517	0
0.750000	0.365517	0
0.312500	0.368966	0
0.500000	0.368966	0
0.515625	0.368966	0
0.671875	0.368966	0
0.390625	0.372414	0
0.390625	0.375862	0
0.437500	0.375862	0
0.468750	0.375862	0
0.265625	0.379310	0
0.421875	0.379310	0
0.421875	0.379310	0
0.687500	0.379310	0
0.296875	0.382758	0
0.296875	0.382759	0
0.421875	0.382759	0
0.421875	0.382759	0
0.421875	0.382759	0
0.593750	0.382759	0
0.609375	0.382759	0
0.375000	0.386207	0
0.484375	0.386207	0
0.484375	0.386207	0
0.531250	0.386207	0
0.734375	0.386207	0
0.375000	0.389655	0
0.687500	0.389655	0
0.359375	0.393103	0
0.359375	0.393103	0
0.359375	0.393103	0
0.484375	0.393103	0
0.578125	0.393103	0
0.578125	0.393103	0
0.406250	0.396552	0
0.468750	0.396552	0
0.468750	0.396552	0
0.578125	0.396552	0
0.578125	0.396552	0
0.375000	0.400000	0
0.421875	0.400000	0
0.453125	0.400000	0
0.453125	0.400000	0
0.515625	0.400000	0
0.593750	0.400000	0
0.531250	0.403448	0
0.359375	0.406897	0
0.484375	0.406897	0
0.531250	0.406897	0
0.390625	0.410344	0
0.453125	0.410345	0
0.468750	0.410345	0
0.468750	0.410345	0
0.312500	0.413793	0
0.328125	0.413793	0
0.468750	0.413793	0
0.484375	0.413793	0
0.515625	0.413793	0
0.562500	0.413793	0
0.265625	0.417241	0
0.296875	0.417241	0
0.312500	0.417241	0
0.343750	0.417241	0
0.437500	0.417241	0
0.437500	0.417241	0
0.468750	0.417241	0
0.484375	0.417241	0
0.484375	0.417241	0
0.656250	0.417241	0
0.656250	0.417241	0
0.328125	0.420690	0
0.375000	0.420690	0
0.375000	0.420690	0
0.609375	0.420690	0
0.312500	0.424138	0
0.375000	0.424138	0
0.390625	0.424138	0
0.406250	0.424138	0
0.484375	0.424138	0
0.515625	0.424138	0
0.546875	0.424138	0
0.562500	0.424138	0
0.578125	0.424138	0
0.625000	0.424138	0
0.453125	0.427586	0
0.453125	0.427586	0
0.484375	0.427586	0
0.531250	0.427586	0
0.562500	0.427586	0
0.375000	0.431034	0
0.390625	0.431034	0
0.437500	0.431034	0
0.656250	0.431034	0
0.656250	0.431034	0
0.437500	0.434482	0
0.265625	0.434483	0
0.328125	0.434483	0
0.390625	0.434483	0
0.453125	0.434483	0
0.593750	0.434483	0
0.687500	0.434483	0
0.687500	0.434483	0
0.421875	0.437931	0
0.421875	0.437931	0
0.421875	0.437931	0
0.468750	0.437931	0
0.468750	0.437931	0
0.562500	0.437931	0
0.656250	0.437931	0
0.437500	0.441379	0
0.500000	0.441379	0
0.531250	0.441379	0
0.468750	0.444828	0
0.468750	0.444828	0
0.468750	0.444828	0
0.375000	0.448276	0
0.468750	0.448276	0
0.468750	0.448276	0
0.484375	0.448276	0
0.734375	0.448276	0
0.734375	0.448276	0
0.500000	0.451724	0
0.328125	0.451724	0
0.359375	0.451724	0
0.359375	0.451724	0
0.421875	0.451724	0
0.453125	0.451724	0
0.468750	0.451724	0
0.515625	0.455172	0
0.531250	0.455172	0
0.562500	0.455172	0
0.250000	0.455172	0
0.296875	0.455172	0
0.343750	0.455172	0
0.343750	0.455172	0
0.390625	0.455172	0
0.437500	0.455172	0
0.453125	0.455172	0
0.500000	0.455172	0
0.500000	0.455172	0
0.359375	0.458621	0
0.390625	0.458621	0
0.500000	0.458621	0
0.531250	0.458621	0
0.531250	0.458621	0
0.546875	0.458621	0
0.593750	0.458621	0
0.593750	0.458621	0
0.437500	0.462068	0
0.359375	0.462069	0
0.390625	0.462069	0
0.406250	0.462069	0
0.421875	0.462069	0
0.453125	0.462069	0
0.453125	0.462069	0
0.640625	0.462069	0
0.671875	0.462069	0
0.671875	0.462069	0
0.671875	0.462069	0
0.671875	0.462069	0
0.390625	0.465517	0
0.406250	0.465517	0
0.484375	0.465517	0
0.484375	0.465517	0
0.546875	0.465517	0
0.546875	0.465517	0
0.562500	0.465517	0
0.578125	0.465517	0
0.578125	0.465517	0
0.578125	0.465517	0
0.609375	0.465517	0
0.609375	0.465517	0
0.609375	0.465517	0
0.578125	0.468965	0
0.359375	0.468966	0
0.468750	0.468966	0
0.562500	0.468966	0
0.562500	0.468966	0
0.562500	0.468966	0
0.609375	0.468966	0
0.390625	0.472413	0
0.515625	0.472413	0
0.562500	0.472413	0
0.218750	0.472414	0
0.484375	0.472414	0
0.531250	0.472414	0
0.578125	0.472414	0
0.625000	0.472414	0
0.656250	0.472414	0
0.234375	0.475862	0
0.390625	0.475862	0
0.390625	0.475862	0
0.390625	0.475862	0
0.484375	0.475862	0
0.484375	0.475862	0
0.593750	0.475862	0
0.609375	0.475862	0
0.625000	0.475862	0
0.421875	0.479310	0
0.234375	0.479310	0
0.234375	0.479310	0
0.234375	0.479310	0
0.328125	0.479310	0
0.390625	0.479310	0
0.390625	0.479310	0
0.468750	0.479310	0
0.468750	0.479310	0
0.484375	0.479310	0
0.500000	0.479310	0
0.515625	0.479310	0
0.578125	0.479310	0
0.578125	0.479310	0
0.609375	0.479310	0
0.265625	0.482759	0
0.359375	0.482759	0
0.437500	0.482759	0
0.453125	0.482759	0
0.468750	0.482759	0
0.531250	0.482759	0
0.531250	0.482759	0
0.562500	0.482759	0
